10-01-2020 20:00:01,30.67,30.44,10.29,ookla1.snjsca.sprintadp.net:8080
10-01-2020 21:00:02,31.19,27.61,10.2,ookla1.snjsca.sprintadp.net:8080
10-01-2020 22:00:01,31.04,30.36,10.28,ookla1.snjsca.sprintadp.net:8080
10-01-2020 23:00:01,31.02,30.87,9.47,ookla1.snjsca.sprintadp.net:8080
10-02-2020 00:00:02,30.51,30.88,10.19,ookla1.snjsca.sprintadp.net:8080
10-02-2020 01:00:01,34.64,2.69,9.66,ookla1.snjsca.sprintadp.net:8080
10-02-2020 02:00:01,40.61,2.08,9.26,ookla1.snjsca.sprintadp.net:8080
10-02-2020 03:00:02,32.28,17.97,10.25,ookla1.snjsca.sprintadp.net:8080
10-02-2020 04:00:01,32.7,30.47,10.2,ookla1.snjsca.sprintadp.net:8080
10-02-2020 05:00:01,30.85,31.44,10.31,ookla1.snjsca.sprintadp.net:8080
10-02-2020 06:00:01,31.18,30.88,10.32,ookla1.snjsca.sprintadp.net:8080
10-02-2020 07:00:02,32.48,32.45,10.27,ookla1.snjsca.sprintadp.net:8080
10-02-2020 08:00:01,31.09,31.9,10.19,ookla1.snjsca.sprintadp.net:8080
10-02-2020 09:00:02,32.59,31.74,10.28,ookla1.snjsca.sprintadp.net:8080
10-02-2020 10:00:02,32.25,31.72,10.24,ookla1.snjsca.sprintadp.net:8080
10-02-2020 11:00:02,32.48,28.28,10.29,ookla1.snjsca.sprintadp.net:8080
10-02-2020 12:00:01,39.8,16.56,10.27,ookla1.snjsca.sprintadp.net:8080
10-02-2020 13:00:02,30.7,27.23,10.31,ookla1.snjsca.sprintadp.net:8080
10-02-2020 14:00:01,31.12,28.31,10.25,ookla1.snjsca.sprintadp.net:8080
10-02-2020 15:00:01,62.22,5.99,5.37,ookla1.snjsca.sprintadp.net:8080
10-02-2020 16:00:01,30.72,31.92,10.23,ookla1.snjsca.sprintadp.net:8080
10-02-2020 17:00:02,30.93,31.37,10.22,ookla1.snjsca.sprintadp.net:8080
10-02-2020 18:00:01,30.75,26.5,9.63,ookla1.snjsca.sprintadp.net:8080
10-02-2020 19:00:01,31.32,29.38,10.25,ookla1.snjsca.sprintadp.net:8080
10-02-2020 20:00:01,30.98,22.38,7.51,ookla1.snjsca.sprintadp.net:8080
10-02-2020 21:00:01,56.47,13.79,5.56,ookla1.snjsca.sprintadp.net:8080
10-02-2020 22:00:01,30.69,15.96,4.08,ookla1.snjsca.sprintadp.net:8080
10-02-2020 23:00:01,30.98,26.46,10.19,ookla1.snjsca.sprintadp.net:8080
10-03-2020 00:00:01,31.12,28.73,10.25,ookla1.snjsca.sprintadp.net:8080
10-03-2020 01:00:02,31.14,24.05,10.27,ookla1.snjsca.sprintadp.net:8080
10-03-2020 02:00:01,31.06,28.44,10.3,ookla1.snjsca.sprintadp.net:8080
10-03-2020 03:00:01,30.98,31.18,9.47,ookla1.snjsca.sprintadp.net:8080
10-03-2020 04:00:01,30.94,32.32,10.26,ookla1.snjsca.sprintadp.net:8080
10-03-2020 05:00:01,31.13,31.99,10.3,ookla1.snjsca.sprintadp.net:8080
10-03-2020 06:00:01,30.87,30.38,10.3,ookla1.snjsca.sprintadp.net:8080
10-03-2020 07:00:01,30.94,29.6,10.3,ookla1.snjsca.sprintadp.net:8080
10-03-2020 08:00:02,30.94,32.67,10.29,ookla1.snjsca.sprintadp.net:8080
10-03-2020 09:00:02,31.01,31.68,10.31,ookla1.snjsca.sprintadp.net:8080
10-03-2020 10:00:01,30.94,32.59,10.28,ookla1.snjsca.sprintadp.net:8080
10-03-2020 11:00:01,31.27,32.22,10.29,ookla1.snjsca.sprintadp.net:8080
10-03-2020 12:00:02,30.68,29.48,10.06,ookla1.snjsca.sprintadp.net:8080
10-03-2020 13:00:01,31.06,31.82,10.26,ookla1.snjsca.sprintadp.net:8080
10-03-2020 14:00:01,31.02,30.48,10.29,ookla1.snjsca.sprintadp.net:8080
10-03-2020 15:00:01,30.64,32.2,10.3,ookla1.snjsca.sprintadp.net:8080
10-03-2020 16:00:01,30.79,32.04,10.29,ookla1.snjsca.sprintadp.net:8080
10-03-2020 17:00:02,31.02,31.42,10.28,ookla1.snjsca.sprintadp.net:8080
10-03-2020 18:00:01,31.15,27.47,10.3,ookla1.snjsca.sprintadp.net:8080
10-03-2020 19:00:02,30.82,30.92,10.3,ookla1.snjsca.sprintadp.net:8080
10-03-2020 20:00:01,30.79,29.98,10.29,ookla1.snjsca.sprintadp.net:8080
10-03-2020 21:00:02,32.72,14.3,10.29,ookla1.snjsca.sprintadp.net:8080
10-03-2020 22:00:01,30.98,27.22,10.16,ookla1.snjsca.sprintadp.net:8080
10-03-2020 23:00:01,30.79,32.23,10.21,ookla1.snjsca.sprintadp.net:8080
10-04-2020 00:00:01,31.44,31.82,10.3,ookla1.snjsca.sprintadp.net:8080
10-04-2020 01:00:02,31.19,31.38,10.13,ookla1.snjsca.sprintadp.net:8080
10-04-2020 02:00:01,31.29,32.48,10.24,ookla1.snjsca.sprintadp.net:8080
10-04-2020 03:00:01,30.78,28.77,10.27,ookla1.snjsca.sprintadp.net:8080
10-04-2020 04:00:01,31.04,32.13,9.45,ookla1.snjsca.sprintadp.net:8080
10-04-2020 05:00:02,30.75,31.82,10.29,ookla1.snjsca.sprintadp.net:8080
10-04-2020 06:00:02,31.02,30.6,10.27,ookla1.snjsca.sprintadp.net:8080
10-04-2020 07:00:02,30.8,31.5,10.3,ookla1.snjsca.sprintadp.net:8080
10-04-2020 08:00:01,30.81,32.52,10.28,ookla1.snjsca.sprintadp.net:8080
10-04-2020 09:00:02,30.86,32.54,10.28,ookla1.snjsca.sprintadp.net:8080
10-04-2020 10:00:01,31.25,31.57,10.29,ookla1.snjsca.sprintadp.net:8080
10-04-2020 11:00:01,31.06,31.94,10.28,ookla1.snjsca.sprintadp.net:8080
10-04-2020 12:00:02,30.93,28.1,10.24,ookla1.snjsca.sprintadp.net:8080
10-04-2020 13:00:01,31.09,31.39,10.06,ookla1.snjsca.sprintadp.net:8080
10-04-2020 14:00:01,30.87,32.27,10.02,ookla1.snjsca.sprintadp.net:8080
10-04-2020 15:00:01,30.96,27.99,8.82,ookla1.snjsca.sprintadp.net:8080
10-04-2020 16:00:02,30.67,24.86,10.07,ookla1.snjsca.sprintadp.net:8080
10-04-2020 17:00:01,30.83,22.44,10.13,ookla1.snjsca.sprintadp.net:8080
10-04-2020 18:00:01,31.03,27.05,10.3,ookla1.snjsca.sprintadp.net:8080
10-04-2020 19:00:01,31.01,22.11,10.22,ookla1.snjsca.sprintadp.net:8080
10-04-2020 20:00:01,30.95,27.85,10.22,ookla1.snjsca.sprintadp.net:8080
10-04-2020 21:00:02,30.91,24.75,10.25,ookla1.snjsca.sprintadp.net:8080
10-04-2020 22:00:01,30.91,22.52,10.09,ookla1.snjsca.sprintadp.net:8080
10-04-2020 23:00:01,31.01,21.84,10.12,ookla1.snjsca.sprintadp.net:8080
10-05-2020 00:00:02,31.52,21.65,10.14,ookla1.snjsca.sprintadp.net:8080
10-05-2020 01:00:01,31.06,14.75,10.1,ookla1.snjsca.sprintadp.net:8080
10-05-2020 02:00:01,31.83,21.79,10.18,ookla1.snjsca.sprintadp.net:8080
10-05-2020 03:00:01,31.07,31.35,10.28,ookla1.snjsca.sprintadp.net:8080
10-05-2020 04:00:01,30.93,26.23,10.3,ookla1.snjsca.sprintadp.net:8080
10-05-2020 05:00:02,30.71,30.88,10.29,ookla1.snjsca.sprintadp.net:8080
10-05-2020 06:00:01,30.67,31.04,10.31,ookla1.snjsca.sprintadp.net:8080
10-05-2020 07:00:02,30.85,30.8,10.3,ookla1.snjsca.sprintadp.net:8080
10-05-2020 08:00:02,30.98,31.28,10.3,ookla1.snjsca.sprintadp.net:8080
10-05-2020 09:00:01,31.59,31.14,10.28,ookla1.snjsca.sprintadp.net:8080
10-05-2020 10:00:01,31.13,31.88,10.26,ookla1.snjsca.sprintadp.net:8080
10-05-2020 11:00:02,30.95,31.11,10.27,ookla1.snjsca.sprintadp.net:8080
10-05-2020 12:00:01,30.83,29.81,10.28,ookla1.snjsca.sprintadp.net:8080
10-05-2020 13:00:01,31.51,31.34,10.18,ookla1.snjsca.sprintadp.net:8080
10-05-2020 14:00:01,31.09,32.04,10.22,ookla1.snjsca.sprintadp.net:8080
10-05-2020 15:00:02,30.88,32.35,10.3,ookla1.snjsca.sprintadp.net:8080
10-05-2020 16:00:01,31.3,32.16,10.29,ookla1.snjsca.sprintadp.net:8080
10-05-2020 17:00:02,31.14,24.43,10.26,ookla1.snjsca.sprintadp.net:8080
10-05-2020 18:00:01,30.7,26.29,10.27,ookla1.snjsca.sprintadp.net:8080
10-05-2020 19:00:01,30.79,16.75,4.85,ookla1.snjsca.sprintadp.net:8080
10-05-2020 20:00:01,31.17,28.46,10.21,ookla1.snjsca.sprintadp.net:8080
10-05-2020 21:00:02,31.14,32.08,10.25,ookla1.snjsca.sprintadp.net:8080
10-05-2020 22:00:02,30.92,15.57,9.85,ookla1.snjsca.sprintadp.net:8080
10-05-2020 23:00:02,30.76,30.66,10.26,ookla1.snjsca.sprintadp.net:8080
